GeneSymbol,Chromosome,Start,ReferenceAllele,AlternateAllele,ClinicalSignificance,PhenotypeList,Assembly,Type
CYB5R3,22,42623803,na,na,Conflicting classifications of pathogenicity,"METHEMOGLOBINEMIA, TYPE I|Deficiency of cytochrome-b5 reductase|not provided",GRCh38,single nucleotide variant
XPC,3,14158882,na,na,Benign/Likely benign,"Xeroderma pigmentosum, group C|not specified|not provided|Xeroderma pigmentosum|XPC-related disorder",GRCh38,single nucleotide variant
XPC,3,14156333,na,na,Pathogenic,"Xeroderma pigmentosum, group C",GRCh38,single nucleotide variant
XPC,3,14158148,na,na,Pathogenic,"Xeroderma pigmentosum, group C|Xeroderma pigmentosum|not provided",GRCh38,single nucleotide variant
XPC,3,14168389,na,na,Pathogenic,"Xeroderma pigmentosum, group C",GRCh38,single nucleotide variant
XPC,3,14168404,na,na,Pathogenic/Likely pathogenic,"Xeroderma pigmentosum, group C|not provided",GRCh38,single nucleotide variant
DNAAF1,16,84159744,na,na,Pathogenic,Primary ciliary dyskinesia 13|Primary ciliary dyskinesia,GRCh38,single nucleotide variant
DNAAF1,16,84159725,na,na,Pathogenic,Primary ciliary dyskinesia 13|Primary ciliary dyskinesia,GRCh38,single nucleotide variant
DNAAF1,16,84154748,na,na,Pathogenic,Primary ciliary dyskinesia 13|Kartagener syndrome,GRCh38,single nucleotide variant
RBM20,10,110812310,na,na,Pathogenic,Dilated cardiomyopathy 1DD|Primary dilated cardiomyopathy|Cardiovascular phenotype|not provided|Dilated cardiomyopathy 1S|Dilated cardiomyopathy 1A|RBM20-related disorder,GRCh38,single nucleotide variant
RBM20,10,110812298,na,na,Pathogenic/Likely pathogenic,Dilated cardiomyopathy 1DD|not provided|Cardiovascular phenotype,GRCh38,single nucleotide variant
RBM20,10,110812303,na,na,Pathogenic/Likely pathogenic,Dilated cardiomyopathy 1DD|Cardiovascular phenotype|Primary familial dilated cardiomyopathy|not provided|Primary dilated cardiomyopathy,GRCh38,single nucleotide variant
RBM20,10,110812304,na,na,Pathogenic/Likely pathogenic,Dilated cardiomyopathy 1DD|Primary dilated cardiomyopathy|not provided|Primary familial dilated cardiomyopathy|Cardiomyopathy|Cardiovascular phenotype|RBM20-related disorder,GRCh38,single nucleotide variant
RBM20,10,110812306,na,na,Conflicting classifications of pathogenicity,Dilated cardiomyopathy 1DD|not provided|Cardiovascular phenotype,GRCh38,single nucleotide variant
KLHDC8B,3,49171662,na,na,Likely benign,Classic Hodgkin lymphoma|not provided,GRCh38,single nucleotide variant
SERPINF2,17,1754289,na,na,Pathogenic,Alpha-2-plasmin inhibitor deficiency,GRCh38,single nucleotide variant
CANT1,17,78993858,na,na,Pathogenic/Likely pathogenic,Desbuquois dysplasia 1|Inborn genetic diseases|not provided,GRCh38,single nucleotide variant
CANT1,17,78993857,na,na,Likely pathogenic,Desbuquois dysplasia 1,GRCh38,single nucleotide variant
CANT1,17,78997249,na,na,Conflicting classifications of pathogenicity,"Desbuquois dysplasia 1|Desbuquois dysplasia 1;Epiphyseal dysplasia, multiple, 7",GRCh38,single nucleotide variant
CANT1,17,78993860,na,na,Likely pathogenic,Desbuquois dysplasia 1|CANT1-related disorder,GRCh38,single nucleotide variant
VWF,12,6018535,na,na,Pathogenic,Von Willebrand disease type 2A|not provided|Hereditary von Willebrand disease|von Willebrand disease type 2|VWF-related disorder|von Willebrand disorder,GRCh38,single nucleotide variant
VWF,12,6018629,na,na,Pathogenic,Von Willebrand disease type 2A|not provided|not specified|Hereditary von Willebrand disease|Inborn genetic diseases|von Willebrand disease type 2,GRCh38,single nucleotide variant
VWF,12,6018598,na,na,Likely pathogenic,Von Willebrand disease type 2A|not provided|von Willebrand disease type 2,GRCh38,single nucleotide variant
VWF,12,6019479,na,na,Pathogenic,Von Willebrand disease type 2B|not provided,GRCh38,single nucleotide variant
VWF,12,6019502,na,na,Pathogenic,Von Willebrand disease type 2B|not provided|Hereditary von Willebrand disease|von Willebrand disease type 2|Abnormality of coagulation|von Willebrand disease type 2;von Willebrand disease type 1;von Willebrand disease type 3,GRCh38,single nucleotide variant
VWF,12,6019496,na,na,Pathogenic,Von Willebrand disease type 2B|not provided|von Willebrand disease type 2|Hereditary von Willebrand disease,GRCh38,single nucleotide variant
VWF,12,6019472,na,na,Pathogenic,Von Willebrand disease type 2B|not provided|von Willebrand disease type 2|Hereditary von Willebrand disease|von Willebrand disease type 2;von Willebrand disease type 1;von Willebrand disease type 3,GRCh38,single nucleotide variant
VWF,12,6019396,na,na,Pathogenic,Von Willebrand disease type 2B|not provided|von Willebrand disease type 2|Hereditary von Willebrand disease|VWF-related disorder,GRCh38,single nucleotide variant
VWF,12,6018581,na,na,Uncertain significance,Von Willebrand disease type 2A|not provided,GRCh38,single nucleotide variant
VWF,12,6019222,na,na,Uncertain significance,Abnormality of coagulation|not provided|Hereditary von Willebrand disease|von Willebrand disease type 1|VWF-related disorder|not specified|von Willebrand disease type 2|von Willebrand disease type 1;von Willebrand disease type 3,GRCh38,single nucleotide variant
VWF,12,6044361,na,na,Pathogenic,von Willebrand disease type 2N|not provided|Abnormal bleeding|Hereditary von Willebrand disease|von Willebrand disease type 2,GRCh38,single nucleotide variant
VWF,12,6036488,na,na,Pathogenic,von Willebrand disease type 2N|not provided|Hereditary von Willebrand disease|von Willebrand disease type 1;von Willebrand disease type 3;von Willebrand disease type 2,GRCh38,single nucleotide variant
VWF,12,6034812,na,na,Pathogenic,von Willebrand disease type 2N|von Willebrand disease type 1|not provided|Hereditary von Willebrand disease|von Willebrand disease type 2;von Willebrand disease type 1;von Willebrand disease type 3|von Willebrand disease type 2|von Willebrand disease type 3|Abnormality of coagulation|VWF-related disorder|Abnormal bleeding;Thrombocytopenia|von Willebrand disorder,GRCh38,single nucleotide variant
VWF,12,6018443,na,na,Pathogenic,von Willebrand disease type 3|von Willebrand disease type 1|not provided|Hereditary von Willebrand disease|VWF-related disorder,GRCh38,single nucleotide variant
VWF,12,6013544,na,na,Pathogenic,von Willebrand disease type 1|von Willebrand disease type 3|not provided|Abnormality of blood and blood-forming tissues|Hereditary von Willebrand disease|VWF-related disorder|von Willebrand disease type 2,GRCh38,single nucleotide variant
VWF,12,5969337,na,na,Pathogenic,von Willebrand disease type 3|not provided|Hereditary von Willebrand disease|von Willebrand disease type 1|von Willebrand disorder,GRCh38,single nucleotide variant
VWF,12,6019448,na,na,Pathogenic,von Willebrand disease type 2M|not provided|von Willebrand disease type 2,GRCh38,single nucleotide variant
VWF,12,6019604,na,na,Pathogenic,Von Willebrand disease type 2A|not provided|von Willebrand disease type 2,GRCh38,single nucleotide variant
VWF,12,6019478,na,na,Pathogenic,Von Willebrand disease type 2B|not provided,GRCh38,single nucleotide variant
VWF,12,6018877,na,na,Pathogenic,Von Willebrand disease type 2A|not provided,GRCh38,single nucleotide variant
VWF,12,6057930,na,na,Pathogenic,Von Willebrand disease type 2A|not provided,GRCh38,single nucleotide variant
VWF,12,5949140,na,na,Pathogenic,Von Willebrand disease type 2A|not provided,GRCh38,single nucleotide variant
VWF,12,6021960,na,na,Pathogenic,von Willebrand disease type 1|von Willebrand factor Vicenza|not provided|Reduced quantity of Von Willebrand factor;Reduced von Willebrand factor activity|Hereditary von Willebrand disease|VWF-related disorder,GRCh38,single nucleotide variant
VWF,12,6022833,na,na,Pathogenic,von Willebrand disease type 1|not provided|von Willebrand disease type 2|Von Willebrand disease type 2A,GRCh38,single nucleotide variant
VWF,12,6018667,na,na,Conflicting classifications of pathogenicity; risk factor,|not provided|Inborn genetic diseases|von Willebrand disease type 1|Thrombocytopenia|Hereditary von Willebrand disease|von Willebrand disease type 2|von Willebrand disease type 2;von Willebrand disease type 1;von Willebrand disease type 3|Thrombus|VWF-related disorder|von Willebrand disorder,GRCh38,single nucleotide variant
VWF,12,6019564,na,na,Likely pathogenic,von Willebrand disease type 2M|not provided,GRCh38,single nucleotide variant
VWF,12,6044349,na,na,Pathogenic,von Willebrand disease type 2N|not provided,GRCh38,single nucleotide variant
VWF,12,6044322,na,na,Likely pathogenic,von Willebrand disease type 2N|not provided,GRCh38,single nucleotide variant
VWF,12,6019621,na,na,Conflicting classifications of pathogenicity,Von Willebrand disease type 2B|not provided|Hereditary von Willebrand disease|von Willebrand disease type 2|von Willebrand disease type 1|Thrombocytopenia|VWF-related disorder|von Willebrand disease type 1;von Willebrand disease type 3,GRCh38,single nucleotide variant
VWF,12,5981988,na,na,Pathogenic,von Willebrand disease type 3|not provided,GRCh38,single nucleotide variant
VWF,12,6072369,na,na,Pathogenic,von Willebrand disease type 2N|not provided,GRCh38,single nucleotide variant
VWF,12,6025624,na,na,Pathogenic,von Willebrand disease type 2N|not provided,GRCh38,single nucleotide variant
VWF,12,6057995,na,na,Pathogenic,Von Willebrand disease type 2A|not provided|von Willebrand disease type 2,GRCh38,single nucleotide variant
TSPAN12,7,120788801,na,na,Pathogenic,Exudative vitreoretinopathy 5,GRCh38,single nucleotide variant
TSPAN12,7,120806599,na,na,Uncertain significance,Exudative vitreoretinopathy 5|not provided,GRCh38,single nucleotide variant
TSPAN12,7,120810512,na,na,Pathogenic,Exudative vitreoretinopathy 5,GRCh38,single nucleotide variant
TSPAN12,7,120815787,na,na,Uncertain significance,Exudative vitreoretinopathy 5|not provided,GRCh38,single nucleotide variant
NEXN,1,77942756,na,na,Conflicting classifications of pathogenicity,Dilated cardiomyopathy 1CC|Dilated cardiomyopathy 1S|not provided|Hypertrophic cardiomyopathy 20;Dilated cardiomyopathy 1CC|Cardiovascular phenotype|Primary dilated cardiomyopathy|Cardiomyopathy|not specified|Hypertrophic cardiomyopathy 20,GRCh38,single nucleotide variant
NEXN,1,77942632,na,na,Uncertain significance,Dilated cardiomyopathy 1CC|Cardiovascular phenotype,GRCh38,single nucleotide variant
RETREG1,5,16477736,na,na,Pathogenic,"Neuropathy, hereditary sensory and autonomic, type 2B|not provided|Charcot-Marie-Tooth disease|Hereditary sensory and autonomic neuropathy type 2",GRCh38,single nucleotide variant
RETREG1,5,16565788,na,na,Pathogenic,"Neuropathy, hereditary sensory and autonomic, type 2B|not provided|Charcot-Marie-Tooth disease|Hereditary sensory and autonomic neuropathy type 2",GRCh38,single nucleotide variant
NF1,17,31334883,na,na,Conflicting classifications of pathogenicity,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",GRCh38,single nucleotide variant
NF1,17,31334933,na,na,Pathogenic,"Neurofibromatosis, type 1",GRCh38,single nucleotide variant
NF1,17,31258500,na,na,Pathogenic,"Neurofibromatosis, type 1|Neurofibroma;Cafe au lait spots, multiple;Optic nerve glioma;Axillary freckling|not provided|Neurofibromatosis, type 1;Juvenile myelomonocytic leukemia;Café-au-lait macules with pulmonary stenosis;Neurofibromatosis-Noonan syndrome;Neurofibromatosis, familial spinal|Juvenile myelomonocytic leukemia|Pheochromocytoma|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Café-au-lait macules with pulmonary stenosis",GRCh38,single nucleotide variant
NF1,17,31337430,na,na,Pathogenic,"Neurofibromatosis, type 1",GRCh38,single nucleotide variant
NF1,17,31337514,na,na,Pathogenic,"Neurofibromatosis, type 1",GRCh38,single nucleotide variant
NF1,17,31334927,na,na,Pathogenic,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|Neurofibromatosis, type 1;Juvenile myelomonocytic leukemia;Café-au-lait macules with pulmonary stenosis;Neurofibromatosis-Noonan syndrome;Neurofibromatosis, familial spinal|not provided|Neurofibromatosis, type 1;Tibial pseudarthrosis|Juvenile myelomonocytic leukemia|NF1-related disorder|Neurofibromatosis-Noonan syndrome|Neoplasm|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",GRCh38,single nucleotide variant
NF1,17,31249093,na,na,Pathogenic,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome|Neurofibromatosis, type 1;Juvenile myelomonocytic leukemia;Café-au-lait macules with pulmonary stenosis;Neurofibromatosis-Noonan syndrome;Neurofibromatosis, familial spinal",GRCh38,single nucleotide variant
NF1,17,31230383,na,na,Pathogenic,"Neurofibromatosis, type 1|not provided|Neurofibromatosis, type 1;Tibial pseudarthrosis|Hereditary cancer-predisposing syndrome|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|NF1-related disorder",GRCh38,single nucleotide variant
NF1,17,31230373,na,na,Pathogenic/Likely pathogenic,"Neurofibromatosis, type 1|not provided",GRCh38,single nucleotide variant
NF1,17,31258406,na,na,Pathogenic/Likely pathogenic,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",GRCh38,single nucleotide variant
NF1,17,31261810,na,na,Pathogenic,"Juvenile myelomonocytic leukemia|Neurofibromatosis, type 1|not provided",GRCh38,single nucleotide variant
NF1,17,31221842,na,na,Pathogenic,"Juvenile myelomonocytic leukemia|Neurofibromatosis, type 1",GRCh38,single nucleotide variant
NF1,17,31235729,na,na,Pathogenic/Likely pathogenic,"Neurofibromatosis, type 1|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",GRCh38,single nucleotide variant
NF1,17,31214524,na,na,Pathogenic,"Neurofibromatosis, type 1|Hereditary cancer-predisposing syndrome|Neurofibromatosis, type 1;Tibial pseudarthrosis|not provided|Rhabdomyosarcoma|Abnormality of the skin|Juvenile myelomonocytic leukemia|Neurofibromatosis, type 1;Juvenile myelomonocytic leukemia;Café-au-lait macules with pulmonary stenosis;Neurofibromatosis-Noonan syndrome;Neurofibromatosis, familial spinal|NF1-related disorder|Neurofibromatosis-Noonan syndrome",GRCh38,single nucleotide variant
NF1,17,31214581,na,na,Pathogenic,"Neurofibromatosis, type 1",GRCh38,single nucleotide variant
NF1,17,31201486,na,na,Pathogenic,"Neurofibromatosis, type 1|not provided",GRCh38,single nucleotide variant
NF1,17,31249030,na,na,Pathogenic,"Neurofibromatosis, type 1|not provided",GRCh38,single nucleotide variant
NF1,17,31336750,na,na,Uncertain significance,"Neurofibromatosis, familial spinal|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",GRCh38,single nucleotide variant
NF1,17,31336328,na,na,Pathogenic,"Neurofibromatosis, type 1|Neurofibromatosis, familial spinal|not provided|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype|Juvenile myelomonocytic leukemia",GRCh38,single nucleotide variant
NF1,17,31235623,na,na,Pathogenic,"Neurofibromatosis, type 1|Inborn genetic diseases|not provided|Juvenile myelomonocytic leukemia|NF1-related disorder|Neoplasm",GRCh38,single nucleotide variant
NF1,17,31201044,na,na,Pathogenic/Likely pathogenic,"Neurofibromatosis, type 1|Neurofibromatosis, familial spinal|Neurofibromatosis, type 1;Juvenile myelomonocytic leukemia;Café-au-lait macules with pulmonary stenosis;Neurofibromatosis-Noonan syndrome;Neurofibromatosis, familial spinal|not provided",GRCh38,single nucleotide variant
NF1,17,31343138,na,na,Likely pathogenic,"Neurofibromatosis, familial spinal|Hereditary cancer-predisposing syndrome;Cardiovascular phenotype",GRCh38,single nucleotide variant
NF1,17,31235630,na,na,Pathogenic/Likely pathogenic,"Neurofibromatosis, type 1|not provided",GRCh38,single nucleotide variant
NF1,17,31330459,na,na,Pathogenic,"Neurofibromatosis, type 1|Neoplasm",GRCh38,single nucleotide variant
NF1,17,31229146,na,na,Pathogenic,"Neurofibromatosis, type 1",GRCh38,single nucleotide variant
NF1,17,31261858,na,na,Pathogenic/Likely pathogenic,"Neurofibromatosis, type 1|not provided",GRCh38,single nucleotide variant
CTSA,20,45898068,na,na,Likely pathogenic,"Galactosialidosis, late infantile|Combined deficiency of sialidase AND beta galactosidase|not provided",GRCh38,single nucleotide variant
CTSA,20,45893314,na,na,Pathogenic,"Galactosialidosis, adult|Combined deficiency of sialidase AND beta galactosidase",GRCh38,single nucleotide variant
CTSA,20,45891714,na,na,Pathogenic/Likely pathogenic,Combined deficiency of sialidase AND beta galactosidase,GRCh38,single nucleotide variant
CTSA,20,45891761,na,na,Pathogenic,Combined deficiency of sialidase AND beta galactosidase,GRCh38,single nucleotide variant
CTSA,20,45891990,na,na,Likely pathogenic,Combined deficiency of sialidase AND beta galactosidase,GRCh38,single nucleotide variant
CTSA,20,45897736,na,na,Likely pathogenic,Combined deficiency of sialidase AND beta galactosidase|not provided,GRCh38,single nucleotide variant
CTSA,20,45894040,na,na,Pathogenic,"Combined deficiency of sialidase AND beta galactosidase|Galactosialidosis, late infantile",GRCh38,single nucleotide variant
CTSA,20,45892434,na,na,Uncertain significance,"Galactosialidosis, early infantile|Combined deficiency of sialidase AND beta galactosidase",GRCh38,single nucleotide variant
CTSA,20,45894002,na,na,Pathogenic,"Galactosialidosis, early infantile",GRCh38,single nucleotide variant
CTSA,20,45898065,na,na,Conflicting classifications of pathogenicity,"Galactosialidosis, early infantile|Combined deficiency of sialidase AND beta galactosidase",GRCh38,single nucleotide variant
CTSA,20,45897769,na,na,Pathogenic,"Galactosialidosis, late infantile",GRCh38,single nucleotide variant
CTSA,20,45898107,na,na,Pathogenic,"Galactosialidosis, late infantile",GRCh38,single nucleotide variant
CTSA,20,45894081,na,na,Pathogenic,"Galactosialidosis, late infantile",GRCh38,single nucleotide variant
GM2A,5,151266899,na,na,Pathogenic,"Tay-Sachs disease, variant AB",GRCh38,single nucleotide variant
GM2A,5,151267375,na,na,Pathogenic,"Tay-Sachs disease, variant AB",GRCh38,single nucleotide variant
GM2A,5,151259833,na,na,Pathogenic,"Tay-Sachs disease, variant AB",GRCh38,single nucleotide variant
